resume_id,name,email,phone,age,education,university,graduation_year,total_experience,job_history,skills,certifications,projects,last_job_title,last_company,summary,location,languages,is_relevant
decd1996-9008-4479-b6b2-bcbb3a35b79d,Joshua Woodward,martinezjennifer@example.net,+1-512-593-9000,20,Master's Degree,Polytechnic Institute,2003,0,[],"Python, JavaScript, C++, SQL, AWS, Docker, React, Angular, Machine Learning, Data Analysis, PyTorch, Spark, Communication, Teamwork, Problem Solving, Time Management, Creativity",Yes,4,N/A,N/A,"Strategy skill citizen later technology station. Who church high hard.
Cultural miss away history least happen new look. Memory usually strong son box explain south.
Hospital despite different particular whole. Respond serve boy surface light station.",Markbury,"English, Chinese",0
05864d87-c8c9-48b2-a229-42915a72cc0c,Daniel Hamilton,julia80@example.net,001-989-200-1564,47,Bachelor's Degree,National University,1997,20,"[{'title': 'Data Analyst', 'duration': 5, 'company': 'Trevino Ltd'}, {'title': 'QA Engineer', 'duration': 10, 'company': 'Ferrell-Munoz'}, {'title': 'Project Manager', 'duration': 5, 'company': 'Williams, Smith and Green'}]","Python, Java, JavaScript, C++, SQL, NoSQL, AWS, Azure, React, Angular, Machine Learning, Data Analysis, Communication, Teamwork, Problem Solving, Time Management, Creativity",Yes,1,Data Analyst,Trevino Ltd,"Almost window voice everyone service travel particular hour. Trouble main box offer next.
Traditional someone indicate improve. Growth know boy general knowledge public step. Especially sometimes occur various again sound investment understand.",East Nicholeshire,English,1
d05b6fff-d719-41e7-b588-a780f95ee2e8,Gary Soto,alibridget@example.net,831-754-3730,28,Associate Degree,Polytechnic Institute,2003,5,"[{'title': 'Product Manager', 'duration': 3, 'company': 'Roberts, Brooks and Robinson'}, {'title': 'Project Manager', 'duration': 2, 'company': 'Owen-Thornton'}]","Python, Java, JavaScript, C++, SQL, Docker, React, Angular, Machine Learning, Data Analysis, TensorFlow, PyTorch, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Creativity",No,8,Product Manager,"Roberts, Brooks and Robinson","West same have east across consider. Important own movement society.
Me another job. Same artist sure use environmental wide. Hope military option reduce pass ten first give.
Note stop economic follow bar manage. Among clear green Congress design serious. After boy nature table maintain she single.",New Andrewfort,English,0
14ae9762-7b80-4bdc-8877-7e177516fc9e,David Graham,shannon59@example.com,529-876-1041,57,Bachelor's Degree,Global University,2013,32,"[{'title': 'BI Developer', 'duration': 25, 'company': 'Nelson-Hernandez'}, {'title': 'DevOps Engineer', 'duration': 4, 'company': 'Harris and Sons'}, {'title': 'Project Manager', 'duration': 2, 'company': 'Bates, Wright and Ward'}, {'title': 'Security Specialist', 'duration': 1, 'company': 'Livingston, Payne and Watkins'}]","Python, Java, JavaScript, NoSQL, AWS, Docker, React, Angular, Machine Learning, Data Analysis, TensorFlow, PyTorch, Communication, Teamwork, Leadership, Problem Solving, Time Management",Yes,15,BI Developer,Nelson-Hernandez,"Standard available myself investment paper idea. Board author coach peace each how do. Her together after walk democratic style. List old institution actually who police own.
Guy case mention mean eight. Financial agent about development many.",Vanessamouth,"English, French",0
47ed74cd-0042-4363-acc5-9e2dd0fe5f68,Andrew Moore,robinsonsheena@example.com,9827168898,51,Associate Degree,Liberty College,2012,21,"[{'title': 'DevOps Engineer', 'duration': 20, 'company': 'Juarez Inc'}, {'title': 'QA Engineer', 'duration': 1, 'company': 'Cole, Campos and Guerrero'}]","Python, Java, JavaScript, C++, SQL, NoSQL, AWS, Machine Learning, PyTorch, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",Yes,14,DevOps Engineer,Juarez Inc,"Front everybody address feeling agreement face state. But idea wish.
Thousand foot move market area represent. Where city indicate article get business.
After some central rest number dog. Bit must act my then agree inside compare. Trouble window represent site bill difference detail religious.",Port Nicole,"English, Spanish",0
685789b1-2e19-4fa7-9d6e-0d27066c0e59,Lynn Webster,dolson@example.com,(721)943-1260,28,Bachelor's Degree,Liberty College,2020,2,"[{'title': 'Systems Administrator', 'duration': 2, 'company': 'Church and Sons'}]","Python, Java, JavaScript, C++, SQL, NoSQL, AWS, Azure, Docker, Kubernetes, React, Angular, Machine Learning, TensorFlow, Spark, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",No,0,Systems Administrator,Church and Sons,"Require across letter group go. None seat able parent mouth bag charge including.
Decision start clear. Citizen claim leader individual lawyer. Recent set light option east.
Nation leader mention finally person.",Kristinbury,English,0
e5a3022a-63c9-4379-8a8b-0927a12aa8b9,Scott Fowler,stephanie66@example.org,+1-485-456-8094x264,37,Bachelor's Degree,Polytechnic Institute,1999,13,"[{'title': 'Product Manager', 'duration': 13, 'company': 'Taylor, Wong and Lewis'}]","Python, JavaScript, C++, SQL, AWS, Azure, Docker, React, Machine Learning, Data Analysis, Spark, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",No,1,Product Manager,"Taylor, Wong and Lewis","Customer network environment population must marriage where including.
Song election blue in design light. Enter language win it thus friend staff. Wife job call do.
Reduce help politics unit. Face share move standard crime this road. Soon start money.",West Daniel,English,1
25cc9458-b2a5-4455-9c5f-a3aec86c4b4a,Jason Miller,uthompson@example.net,432-260-9385,40,Bachelor's Degree,National University,2002,0,[],"Python, Java, JavaScript, C++, SQL, NoSQL, Azure, Docker, Machine Learning, TensorFlow, Communication, Teamwork, Leadership, Problem Solving, Time Management",No,15,N/A,N/A,"Population customer hotel sound step bed some exactly. Above wish participant who notice. Ten message life small scene.
Man ready travel. Reason apply work only. Position few ever exist majority summer.",Port Christy,"English, Chinese",0
dc50c55b-01ae-4d75-a6f4-25b38b12977e,Christine Pratt,hurstjoshua@example.org,001-232-575-1716x1881,59,Bachelor's Degree,Mountain State College,2014,36,"[{'title': 'BI Developer', 'duration': 28, 'company': 'King-Wells'}, {'title': 'CTO', 'duration': 4, 'company': 'Vang-Kidd'}, {'title': 'QA Engineer', 'duration': 4, 'company': 'Obrien-Johnson'}]","Python, Java, JavaScript, C++, SQL, AWS, Docker, Kubernetes, React, Data Analysis, TensorFlow, PyTorch, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",Yes,14,BI Developer,King-Wells,"Person chance others challenge until miss. Bill they necessary take.
Cultural someone information sometimes fear. Last guy against respond enter piece see.
Western dog choose peace goal only. Machine our around especially must seven.
Either keep economy. Expert last stand health voice agent senior.",Port Melissashire,"English, Chinese",1
16292e01-1734-473f-bb1f-03d550f14415,Luis White,zschwartz@example.org,416.305.5069x59218,59,Bachelor's Degree,Tech Institute,2000,27,"[{'title': 'Frontend Developer', 'duration': 27, 'company': 'Brown, Roman and Nelson'}]","Python, Java, JavaScript, C++, SQL, AWS, Azure, Kubernetes, React, Angular, Machine Learning, Data Analysis, TensorFlow, PyTorch, Spark, Communication, Teamwork, Leadership, Problem Solving, Time Management",Yes,4,Frontend Developer,"Brown, Roman and Nelson","Individual happy group middle well hair break middle. Style suffer less continue. Soldier scene view six.
Artist answer rise leg start thousand. Kid kitchen in reason wear.
Single available Democrat action day hundred. Will rule include sit fear policy former.",East Andrew,English,1
b94be8e5-b7ac-44ac-bf8b-c54f786a695f,Edward Patel,webbanthony@example.net,(214)963-1903x4531,23,Associate Degree,Liberty College,2014,0,[],"Python, Java, JavaScript, NoSQL, AWS, React, Machine Learning, Data Analysis, TensorFlow, PyTorch, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",No,1,N/A,N/A,"Open democratic approach power social realize movie form. Then hard second unit field home here. Stand source might.
Tonight smile know. Scene suffer hair they sort senior.
Few ok box special maybe watch. Able government sell plan.",Meyerberg,"English, French",0
f7dfe6fb-b81a-4a48-a724-862ff847f387,Cody Alvarado,morrisonmegan@example.com,425.905.8850,29,Bachelor's Degree,Oceanview University,2022,0,[],"Python, Java, JavaScript, C++, SQL, NoSQL, AWS, Docker, Kubernetes, React, Machine Learning, Data Analysis, Hadoop, Communication, Leadership, Time Management, Creativity",Yes,7,N/A,N/A,"Unit sing such try sister. Food beyond whether seven determine. Protect single mind her too memory person.
Green these try pass. Resource follow sport keep.
Kind stand artist dream fear wide.
Pull her low language. Reduce campaign recognize.",North Jamesfurt,"English, Spanish",0
a1f00fe8-d1b4-4900-ac54-d9c37f136b2d,April Prince,william46@example.net,001-487-293-4738x635,50,Associate Degree,Tech Institute,2000,26,"[{'title': 'QA Engineer', 'duration': 22, 'company': 'Mueller, Rogers and Foster'}, {'title': 'Backend Developer', 'duration': 4, 'company': 'Nichols LLC'}]","Python, Java, SQL, AWS, Azure, Docker, Kubernetes, React, Angular, Machine Learning, TensorFlow, PyTorch, Spark, Communication, Teamwork, Problem Solving, Time Management",No,1,QA Engineer,"Mueller, Rogers and Foster","It prepare offer television. Suffer relate performance claim spring when. Wonder question yes remember capital green low. Rich their idea later eat I.
Show these traditional air your sign. Easy owner our beautiful. President successful interview room.
Lot condition fall hard. Test their huge quite.",Cherylmouth,"English, Spanish",0
d609943d-0000-4034-aff1-03a9c6df8fe8,Courtney Welch,jamesbell@example.com,781-280-6189,55,Associate Degree,Liberty College,2018,32,"[{'title': 'Security Specialist', 'duration': 19, 'company': 'Gray, Cobb and Robertson'}, {'title': 'Engineering Manager', 'duration': 9, 'company': 'Stuart-Diaz'}, {'title': 'Data Scientist', 'duration': 3, 'company': 'Navarro Group'}, {'title': 'Systems Administrator', 'duration': 1, 'company': 'Howell-Wood'}]","Python, Java, JavaScript, SQL, Azure, Docker, Kubernetes, React, Machine Learning, Data Analysis, TensorFlow, Hadoop, Communication, Teamwork, Problem Solving, Time Management, Creativity",Yes,7,Security Specialist,"Gray, Cobb and Robertson","Officer although herself too camera. Cause data history card focus open tough walk.
Case cup fund source edge heart. Off everybody well research according man provide. Radio subject the indicate method.
Trial thousand fight enough five blood suddenly. Accept power miss.
None thank short analysis.",Lake Jenniferstad,"English, Spanish",0
472f6ff1-bac0-4415-821d-d448e4b9f620,Sean Bird,williamsjohn@example.net,(810)460-8903x52486,57,Bachelor's Degree,Liberty College,2024,4,"[{'title': 'CTO', 'duration': 1, 'company': 'Glenn Inc'}, {'title': 'BI Developer', 'duration': 3, 'company': 'Johnson, Smith and Burke'}]","Java, JavaScript, SQL, AWS, Docker, Kubernetes, React, Angular, Machine Learning, Data Analysis, TensorFlow, PyTorch, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Time Management",No,6,CTO,Glenn Inc,"School buy run increase pretty family. Speak action data old professional change. Air reason ground prevent hand oil while south.
Political beyond total listen low draw. Option score particularly before. Continue surface right resource staff because should.",Ruizchester,"English, French",1
4e4407c1-d80f-461d-925c-66c262933c97,Jennifer Shaw,ryanperry@example.org,701-502-4550x853,56,Bachelor's Degree,Oceanview University,2006,21,"[{'title': 'Product Manager', 'duration': 12, 'company': 'Wells and Sons'}, {'title': 'Backend Developer', 'duration': 9, 'company': 'Hernandez, Proctor and Graham'}]","Python, Java, JavaScript, SQL, NoSQL, AWS, Azure, Docker, Kubernetes, React, Machine Learning, Data Analysis, TensorFlow, PyTorch, Communication, Leadership, Problem Solving, Creativity",No,2,Product Manager,Wells and Sons,"Plant hundred training billion class in end. Great thousand pay style member approach. Test onto similar answer head current.
Year institution be what house. Turn send serve detail several.
Foot somebody dream. Level idea daughter value.",North Rebecca,English,1
ee03b704-dd71-4629-9855-9daff3992fa2,Kendra Conner,erobinson@example.net,264.866.0405x296,30,Master's Degree,Liberty College,1997,7,"[{'title': 'Security Specialist', 'duration': 1, 'company': 'Delgado-Arroyo'}, {'title': 'Data Analyst', 'duration': 6, 'company': 'Horton and Sons'}]","Python, Java, JavaScript, C++, SQL, Azure, React, Machine Learning, Data Analysis, TensorFlow, Spark, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",No,1,Security Specialist,Delgado-Arroyo,"Late those state point question career. Arm option lawyer officer. Occur letter art black serious night until. Talk practice hair entire effort.
Better order test west for chance. Agreement fill top or either mother order.",Lake Carolyn,"English, Spanish",1
89167420-49aa-4763-a51e-cc1a6c974357,Crystal Wright,kellyvasquez@example.com,494-821-4649,21,Associate Degree,Tech Institute,2009,0,[],"Python, Java, JavaScript, C++, SQL, NoSQL, Docker, Angular, Machine Learning, Data Analysis, PyTorch, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Creativity",No,10,N/A,N/A,"No region lay learn building account. Enter across word pull traditional. Analysis parent compare.
Continue trade discussion exactly meeting rather. Hour state education. Task lay develop game system peace.",West Adriana,"English, Chinese",0
2af18efb-9deb-4771-96a8-1ee5715c3a14,David Mathis,arogers@example.org,837.507.3011,53,Associate Degree,Liberty College,2021,15,"[{'title': 'DevOps Engineer', 'duration': 14, 'company': 'Elliott, Chavez and Thompson'}, {'title': 'Full Stack Developer', 'duration': 1, 'company': 'Smith PLC'}]","Python, Java, JavaScript, C++, SQL, Azure, Kubernetes, React, Machine Learning, Data Analysis, TensorFlow, PyTorch, Communication, Teamwork, Problem Solving, Creativity",No,6,DevOps Engineer,"Elliott, Chavez and Thompson","Imagine century take do make reason pick process. Its among Mrs investment issue.
Parent their know hundred. Create raise base huge person.
Probably support star believe generation. Out note simple garden.
Soon someone house. School maybe great act.",East Jason,"English, French",0
4a709f8b-24dd-47c8-bbb0-0a86078dee71,Jessica Escobar,gregorydavies@example.net,2787128005,21,Bachelor's Degree,Liberty College,2014,0,[],"Python, Java, JavaScript, C++, SQL, NoSQL, AWS, Azure, Kubernetes, React, Machine Learning, Spark, Hadoop, Communication, Leadership, Problem Solving, Time Management",No,1,N/A,N/A,"Customer will trouble another resource win wall. Argue attorney impact. Important suggest simple along grow various.
Might stock seat. Best movement doctor. Audience plan be in run often mind cause.
Language threat movie me break.",Alexanderfurt,"English, French",0
4bc9caed-e52b-44d6-868d-a7da9f64ee4e,Derrick Shaffer,jeffery70@example.org,(730)845-7678,42,Associate Degree,City College,2018,19,"[{'title': 'QA Engineer', 'duration': 11, 'company': 'Boyer-Wallace'}, {'title': 'BI Developer', 'duration': 8, 'company': 'Horn-Jackson'}]","Python, Java, JavaScript, C++, SQL, AWS, Azure, Docker, React, Data Analysis, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",No,9,QA Engineer,Boyer-Wallace,"Anything book action or. Degree next especially us thus.
Stuff painting growth cover structure in performance. Front company guess indicate situation civil yet.
A star nearly factor on. Usually see example. Her stay site senior tough interest bad.",South Jeffrey,"English, Chinese",0
3f13a864-08dc-4d36-a0b2-6ecfdd5373df,John Morales MD,ricky35@example.org,+1-753-843-9533x4185,51,Bachelor's Degree,Mountain State College,2013,27,"[{'title': 'DevOps Engineer', 'duration': 25, 'company': 'Gonzales-Mccormick'}, {'title': 'Engineering Manager', 'duration': 2, 'company': 'Vargas-Martinez'}]","Python, JavaScript, SQL, NoSQL, AWS, Azure, Docker, Kubernetes, React, Machine Learning, Data Analysis, PyTorch, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Time Management",No,13,DevOps Engineer,Gonzales-Mccormick,"Operation care night nothing easy easy reason. Detail no election Mrs. Sell capital crime manage stay.
Those field ago modern site direction. Animal public add must win.
Establish pick instead send style. Cause treatment military next. Region green give program exist including.",New Robertborough,"English, French",0
6bc788f1-f1eb-4695-8375-c5f134abb7e8,Mr. Kevin Eaton,xrivera@example.org,708.452.0111x3788,29,Bachelor's Degree,City College,1996,6,"[{'title': 'Data Analyst', 'duration': 1, 'company': 'Parks, Medina and Alvarado'}, {'title': 'QA Engineer', 'duration': 3, 'company': 'Aguirre, Kelly and Mullins'}, {'title': 'BI Developer', 'duration': 2, 'company': 'Baxter LLC'}]","JavaScript, NoSQL, React, Angular, PyTorch, Spark, Communication, Teamwork, Leadership, Problem Solving, Time Management",No,2,Data Analyst,"Parks, Medina and Alvarado","Money word value or traditional difficult mission. One director entire call so keep. Yourself behavior discover talk season decade cultural.
Believe stage loss available party to though. Issue low summer beat relate true yard. Once part during.",Mullinsland,English,1
742a46ee-0b5c-4fc5-b8b8-49b022b91772,Brandon Nelson,hking@example.org,762.523.6312,56,Bachelor's Degree,Tech Institute,2008,33,"[{'title': 'ML Engineer', 'duration': 22, 'company': 'Cox-Fitzgerald'}, {'title': 'Full Stack Developer', 'duration': 11, 'company': 'Brown PLC'}]","Python, Java, JavaScript, C++, AWS, Docker, Angular, Machine Learning, TensorFlow, Spark, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",Yes,14,ML Engineer,Cox-Fitzgerald,"Tell order quality second month. Such board animal paper movement. National figure product election soldier newspaper young.
Among safe decision value community term. Term grow give citizen manager. Subject director office hour remember west.",Cuevasport,"English, Chinese",1
973f4391-09af-4972-a404-48890b6ddd62,Lauren Evans,joshua24@example.org,630-485-0332,43,Associate Degree,Liberty College,1995,17,"[{'title': 'Systems Administrator', 'duration': 12, 'company': 'Mathis, Horne and Daniels'}, {'title': 'BI Developer', 'duration': 2, 'company': 'Garcia Ltd'}, {'title': 'QA Engineer', 'duration': 3, 'company': 'May-Rodriguez'}]","Python, Java, JavaScript, C++, SQL, NoSQL, Azure, Docker, Kubernetes, React, Angular, Machine Learning, Data Analysis, TensorFlow, PyTorch, Spark, Hadoop, Communication, Problem Solving, Time Management, Creativity",No,7,Systems Administrator,"Mathis, Horne and Daniels","Heavy point civil health last. Large sometimes choice idea. Respond job young member.
Fear much use same artist director. Course later democratic economy leader.
Middle what ten office.
Represent response scientist fire these tell when. If heart enough together.",Bakerland,"English, French",0
e376e42b-bf44-43e9-a617-f7020a564807,Sydney Jones,yreese@example.com,678-925-1199x90896,37,High School,N/A,2007,14,"[{'title': 'Frontend Developer', 'duration': 14, 'company': 'Lee, Franco and Copeland'}]","Python, Java, JavaScript, NoSQL, AWS, Azure, Kubernetes, React, Angular, Machine Learning, Data Analysis, PyTorch, Spark, Communication, Teamwork, Leadership, Problem Solving, Creativity",No,2,Frontend Developer,"Lee, Franco and Copeland","Loss beat music body go current price. Raise early agree effect.
Seat market inside tend customer. Poor figure allow next son physical.
Against friend book film mind worker step. Wear behavior require well market economy assume.
Among assume tend question.",Port Seth,"English, Spanish",0
e2182c4b-b668-4648-ae3d-d24c935edf49,Kelsey Barrera,salinassarah@example.net,001-518-772-5316x768,45,Associate Degree,National University,2020,20,"[{'title': 'Backend Developer', 'duration': 20, 'company': 'Mosley-Watson'}]","Python, Java, JavaScript, C++, SQL, AWS, Docker, React, Machine Learning, Data Analysis, Spark, Communication, Teamwork, Time Management, Creativity",Yes,15,Backend Developer,Mosley-Watson,"Yes election heavy in actually well. News fact step matter or culture.
See why international maybe ready enough major usually.
Into security energy statement car strategy bed. Less represent and live foot run. Benefit I economy citizen loss do question sure.",Westtown,English,0
e8b44878-bcb5-4942-81d0-f54d61934a33,Randy Bautista,gloriahoward@example.org,+1-266-803-0035x430,33,PhD,City College,2010,10,"[{'title': 'Product Manager', 'duration': 8, 'company': 'Savage, Santos and Rodriguez'}, {'title': 'CTO', 'duration': 2, 'company': 'Ryan LLC'}]","SQL, AWS, Azure, React, Data Analysis, Spark, Communication, Teamwork, Creativity",Yes,1,Product Manager,"Savage, Santos and Rodriguez","Sort already another sea example high send. Represent have campaign family commercial safe seat. Case campaign day management hotel major.
Significant home pass test local. Security movie land within realize board.
Range become career person. Various line war break owner free. Owner very could.",Petersenshire,"English, French",1
9b55e34c-849f-455d-9009-3190fcc0435e,Eric Garza,aperry@example.org,9727973168,36,Associate Degree,Oceanview University,2016,7,"[{'title': 'Project Manager', 'duration': 4, 'company': 'Moore-Rodriguez'}, {'title': 'Full Stack Developer', 'duration': 3, 'company': 'Williams Ltd'}]","Python, Java, C++, SQL, NoSQL, Docker, Kubernetes, React, Angular, Machine Learning, Data Analysis, TensorFlow, PyTorch, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",Yes,3,Project Manager,Moore-Rodriguez,"Thought music understand former performance. Before ready thus serious. Executive door program movie some training of.
Compare argue kitchen foreign. Process thousand morning present arrive.",Kevinmouth,"English, Chinese",0
2b30fc5b-4b47-4580-b2d2-32c4f7f6898b,Wayne Torres,voneill@example.org,+1-267-676-3053x927,60,High School,N/A,1997,35,"[{'title': 'Security Specialist', 'duration': 7, 'company': 'Ferguson Inc'}, {'title': 'Backend Developer', 'duration': 9, 'company': 'Nixon, Haas and Pacheco'}, {'title': 'Backend Developer', 'duration': 6, 'company': 'Tucker, Moore and Henry'}, {'title': 'ML Engineer', 'duration': 13, 'company': 'Richmond Inc'}]","C++, SQL, AWS, Azure, Docker, Kubernetes, React, Angular, Data Analysis, TensorFlow, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",Yes,7,Security Specialist,Ferguson Inc,"Throw when that summer necessary think especially. Pick whose during behind hundred.
Ago next spend realize goal. Personal doctor site.
Do police best difficult tend stand red not. Seek soldier necessary inside red. New scene major audience life song.",West Kevinberg,English,0
06fa2184-db25-4c69-95c5-117842b7fbe0,Steven Henderson,kristyflynn@example.net,7674046412,41,Bachelor's Degree,Oceanview University,2020,16,"[{'title': 'Security Specialist', 'duration': 7, 'company': 'Reese, Peterson and James'}, {'title': 'Engineering Manager', 'duration': 9, 'company': 'Wilson Ltd'}]","Python, JavaScript, C++, SQL, NoSQL, Azure, Kubernetes, React, Angular, Machine Learning, Data Analysis, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",No,6,Security Specialist,"Reese, Peterson and James","Or trouble by foot benefit four. Development lay woman structure speak that page. Sell character responsibility run.
Say third exactly already statement. Seven social power by difference once business. Pay key his. Talk both team stay.",East Danielle,"English, Chinese",0
acfcf09e-6dce-405c-bd0c-82e845b6ce67,Amy Lyons,kaitlynjohnson@example.org,867-536-5047,59,Associate Degree,National University,2005,24,"[{'title': 'Security Specialist', 'duration': 16, 'company': 'Bruce, Bartlett and Hunt'}, {'title': 'Project Manager', 'duration': 4, 'company': 'Tyler PLC'}, {'title': 'Engineering Manager', 'duration': 4, 'company': 'Best Inc'}]","Python, JavaScript, C++, Azure, Docker, Machine Learning, Data Analysis, TensorFlow, Spark, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",No,2,Security Specialist,"Bruce, Bartlett and Hunt","Station hope clearly center course. While sing level. Imagine base long clearly great.
Cold case impact interesting small finish. Card a resource follow.
Trouble factor raise management range left. Since answer camera road actually.",South Scott,"English, Chinese",0
53dfa1d9-2079-4c9f-983d-b2a901d0a42e,Melissa Scott,ascott@example.net,983-793-9032,28,Bachelor's Degree,Oceanview University,2019,4,"[{'title': 'Data Scientist', 'duration': 3, 'company': 'Harris-Hall'}, {'title': 'Backend Developer', 'duration': 1, 'company': 'Hart-Hopkins'}]","Python, Java, JavaScript, SQL, NoSQL, AWS, Docker, React, Angular, Machine Learning, Data Analysis, TensorFlow, Spark, Communication, Teamwork, Problem Solving, Time Management, Creativity",Yes,1,Data Scientist,Harris-Hall,"Thing do traditional animal away determine coach. Specific wrong in instead.
Serve industry relationship institution thought charge seek any. And size indicate head either.
Age do scene happy. Lay floor itself game in upon.",Keithton,"English, French",1
c4f96752-45d7-4bab-8c1f-efc1c075e86e,Charles Robertson,heatherosborne@example.net,+1-979-703-1057,22,Bachelor's Degree,Polytechnic Institute,2021,0,[],"Python, Java, C++, SQL, NoSQL, AWS, Docker, Kubernetes, React, TensorFlow, PyTorch, Spark, Hadoop, Communication, Leadership, Problem Solving, Time Management, Creativity",No,12,N/A,N/A,"Social fish admit red anything wonder.
Image argue somebody save heart computer factor. Simple draw sign increase next heart. Share baby special increase.
Range likely team town themselves. Themselves new worry learn doctor give. Say line left trade civil process church fill.",Sharonville,English,0
114e86d7-3e93-4d58-a381-146b8a9f4551,Matthew West,nataliemiranda@example.org,841.411.6138x685,28,Bachelor's Degree,Mountain State College,2016,5,"[{'title': 'Frontend Developer', 'duration': 3, 'company': 'Moses-Garner'}, {'title': 'Frontend Developer', 'duration': 2, 'company': 'Martinez LLC'}]","Python, Java, JavaScript, C++, SQL, NoSQL, AWS, Docker, React, Machine Learning, Data Analysis, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",No,13,Frontend Developer,Moses-Garner,"Site on degree degree between impact. Improve do magazine understand rich.
Maintain arm music use more first short. Cultural audience fly board performance capital.
Especially total church forward artist despite camera. Free car rather. Argue traditional community speech.",Jamesmouth,"English, Chinese",1
f5d42b6c-7388-480d-8090-0d260eb215df,Tonya Holmes,markcunningham@example.net,+1-373-592-8796x064,28,Bachelor's Degree,Tech Institute,2005,5,"[{'title': 'CTO', 'duration': 1, 'company': 'Jones, Wood and Pope'}, {'title': 'Project Manager', 'duration': 2, 'company': 'Greer-Marsh'}, {'title': 'QA Engineer', 'duration': 2, 'company': 'Davis-Ford'}]","Python, JavaScript, C++, SQL, AWS, Azure, Docker, Kubernetes, Machine Learning, TensorFlow, PyTorch, Hadoop, Communication, Teamwork",Yes,6,CTO,"Jones, Wood and Pope","Me society price network determine teacher. Name career member game involve difference interesting. Treatment try participant soldier.
Draw upon best them product prevent head. Expert find first.
Send leader look sing give. Short a defense none.",Jonesbury,"English, Chinese",0
a6fe2aa9-a1d6-4394-be99-8d231600c6fb,Rebecca Schroeder,christinemullen@example.com,001-834-418-4292x2919,21,High School,N/A,2020,0,[],"Python, Java, JavaScript, C++, SQL, AWS, Azure, Docker, Kubernetes, React, Angular, Machine Learning, Data Analysis, TensorFlow, Spark, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",Yes,12,N/A,N/A,"Cut television model dog. Thought we true air.
Response certainly in owner factor speech walk. See fire ago property rule military moment.
Should game beyond the. Director degree reveal expert grow along international.",Gloverbury,"English, French",0
83382e2a-76df-401c-8732-d51a4c0ea6b8,Mark Hill,ivasquez@example.com,641-635-6013,41,Master's Degree,Tech Institute,2023,18,"[{'title': 'Systems Administrator', 'duration': 10, 'company': 'Dixon, Beard and Livingston'}, {'title': 'BI Developer', 'duration': 4, 'company': 'Landry-Hall'}, {'title': 'Backend Developer', 'duration': 4, 'company': 'Fuentes LLC'}]","Java, JavaScript, SQL, NoSQL, AWS, Azure, Docker, React, Data Analysis, Spark, Communication, Teamwork, Leadership, Problem Solving, Time Management",No,6,Systems Administrator,"Dixon, Beard and Livingston","Outside discuss beyond law positive. Home author charge keep friend. Current very audience despite near house age safe.
Event today media home on month. Best term word present religious. Him ten everything include.
Newspaper use identify hard set issue. Join five court serve.",New Alan,"English, Chinese",1
74741876-5322-4885-8d34-bb719b304742,William Newman,john08@example.net,(248)782-5479x512,33,Master's Degree,Global University,1995,9,"[{'title': 'Data Scientist', 'duration': 6, 'company': 'Vasquez, Rodriguez and Clark'}, {'title': 'Full Stack Developer', 'duration': 3, 'company': 'Moss-Cox'}]","Python, Java, JavaScript, C++, SQL, AWS, Azure, React, Angular, Data Analysis, PyTorch, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Time Management",Yes,9,Data Scientist,"Vasquez, Rodriguez and Clark","Front identify somebody. Star painting deep couple hit.
Which here although nor small business condition role. Finish thank bank coach again.
Everyone enjoy lose energy find daughter. Nation soldier economic break ability lawyer short should. Keep subject beat explain position.",Lake Joelview,"English, Spanish",1
